id,problem_type,is_optimization,type_reason,solution_space_size,is_solution_space_complete,stop_reason,exit_status,runtime_sec,space_counting_mode,exec_status,exec_error,num_decision_variables,num_instances,has_example_instance,category,source
revenue_maximization,COP,True,explicit model.minimize/maximize in code,1216.0,True,complete,OPTIMAL,0.0283222,feasible,ok,nan,2,1,True,complex_or,https://github.com/xzymustbexzy/Chain-of-Experts/blob/main/dataset/ComplexOR/revenue_maximization
room_assignment,CSP,False,no explicit objective call in code,24.0,True,complete,OPTIMAL,0.0016875,feasible,ok,nan,1,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/room_assignment.ipynb
send_more_money,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0031243,feasible,ok,nan,8,0,False,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/send_more_money.py
session1_bank_card,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.001315,feasible,ok,nan,4,0,False,aplai_course,http://www.hakank.org/minizinc/bank_card.mzn
session1_five_floors,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0016344,feasible,ok,nan,5,0,False,aplai_course,http://www.hakank.org/cpmpy/five_floors.py
session1_guards_and_apples,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.000577,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/guards_and_apples.mzn
session1_magic_square,CSP,False,no explicit objective call in code,7040.0,True,complete,OPTIMAL,51.3749455,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/magic_square.mzn
session1_money_change,COP,True,explicit model.minimize/maximize in code,2909.0,True,complete,OPTIMAL,0.1235696,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/money_change.mzn
session1_thick_as_thieves,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0007551,feasible,ok,nan,6,0,False,aplai_course,http://www.hakank.org/minizinc/thick_as_thieves.mzn
session2_color_simple,COP,True,explicit model.minimize/maximize in code,7200.0,True,complete,OPTIMAL,0.2418683,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/color_simple.mzn
session2_maximal_independent_sets,COP,True,explicit model.minimize/maximize in code,35.0,True,complete,OPTIMAL,0.0013119,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/maximal_independent_sets.mzn
session2_movie_scheduling,COP,True,explicit model.minimize/maximize in code,51.0,True,complete,OPTIMAL,0.0014499,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/movie_scheduling.mzn
session2_subsets_100,CSP,False,no explicit objective call in code,198.0,True,complete,OPTIMAL,0.1411303,feasible,ok,nan,2,1,True,aplai_course,http://www.hakank.org/minizinc/subsets_100.mzn
session2_subset_sum,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0003352,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/subset_sum.mzn
session3_exodus,CSP,False,no explicit objective call in code,17280.0,True,complete,OPTIMAL,2.0209521,feasible,ok,nan,4,0,False,aplai_course,http://www.hakank.org/minizinc/exodus.mzn
session3_farmer_and_cows,CSP,False,no explicit objective call in code,2862,False,time_limit,FEASIBLE,300.01812240000004,feasible,ok,Reached time_limit=300s (runtime=300.01812240000004),1,1,True,aplai_course,http://www.hakank.org/minizinc/farmer_and_cows.mzn
session3_kidney_exchange,COP,True,explicit model.minimize/maximize in code,9.0,True,complete,OPTIMAL,0.0035213,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/kidney_exchange.mzn
session3_people_in_a_room,CSP,False,no explicit objective call in code,67.0,True,complete,OPTIMAL,0.0209716,feasible,ok,nan,1,0,False,aplai_course,nan
session5_climbing_stairs,CSP,False,no explicit objective call in code,73.0,True,complete,OPTIMAL,0.0146902,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/climbing_stairs.mzn
session5_grocery,CSP,False,no explicit objective call in code,24.0,True,complete,OPTIMAL,2.8175029,feasible,ok,nan,1,1,True,aplai_course,http://www.hakank.org/minizinc/grocery2.mzn
session5_hardy_1729_square,CSP,False,no explicit objective call in code,13584.0,True,complete,OPTIMAL,15.0865607,feasible,ok,nan,4,0,False,aplai_course,http://www.hakank.org/minizinc/hardy_1729.mzn
set_game,CSP,False,no explicit objective call in code,24.0,True,complete,OPTIMAL,0.0356745,feasible,ok,nan,1,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/set_game.ipynb
sudoku,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0047583,feasible,ok,nan,1,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/sudoku.py
three_coins,CSP,False,no explicit objective call in code,7.0,True,complete,OPTIMAL,0.0028881,feasible,ok,nan,1,1,True,hakan_examples,http://www.hakank.org/cpmpy/3_coins.py
three_sum,CSP,False,no explicit objective call in code,1.0,True,complete,OPTIMAL,0.0013652,feasible,ok,nan,1,1,True,hakan_examples,http://www.hakank.org/cpmpy/3sum.py
tsp,COP,True,explicit model.minimize/maximize in code,109680,False,time_limit,FEASIBLE,300.0011099,feasible,ok,Reached time_limit=300s (runtime=300.0011099),1,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/tsp.py
twelve_pack,COP,True,explicit model.minimize/maximize in code,761.0,True,complete,OPTIMAL,0.0518216,feasible,ok,nan,1,1,True,hakan_examples,http://www.hakank.org/cpmpy/12_pack_problem.py
who_killed_agatha,CSP,False,no explicit objective call in code,8.0,True,complete,OPTIMAL,0.0009698,feasible,ok,nan,1,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/who_killed_agatha.py
wolf_goat_cabbage,CSP,False,no explicit objective call in code,2.0,True,complete,OPTIMAL,0.0032958,feasible,ok,nan,4,1,True,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/wolf_goat_cabbage.py
zebra,CSP,False,no explicit objective call in code,48.0,True,complete,OPTIMAL,0.0180893,feasible,ok,nan,5,0,False,cpmpy_examples,https://github.com/CPMpy/cpmpy/blob/master/examples/zebra.py
